BattleType,ARandomTot,DRandomTot,EndingTot,Outcome,AWon,Supplies,AGenRank,AGenARBonus,AGenArmorBonus,AGenWeaponBonus,AGenFollowerBonus,AGenBannerBonus,AGenTrinketBonus,AAdvancedCombatDeck,ABeginARUnitBonus,ABeginMeleeBonus,ABeginRangedBonus,ABeginCavalryBonus,ABeginSoldiers,AEndARUnitBonus,AEndMeleeBonus,AEndRangedBonus,AEndCavalryBonus,AEndSoldiers,ARebelRivermenMercenaries,ARebelRangerOfForest,ARebelCourierRiders,ARebelMountainMen,ARebelAxemenOfVale,ARebelValeCavalry,ARebelLightWoodmen,ARebelWoodsmenArchers,ARebelRidersOfWood,ALightWoodmen,AGuardOfBeladimir,ABeladimirSpearmen,AWoodsmenArchers,AArchersOfBeladimir,ACoastalGuards,ARidersOfWood,ABeladimirCavalry,APlainsCavalry,AMountainMen,ALerastirShieldbearers,ALerastirSpears,APikesOfLerastir,AAxemenOfVale,ABowmenOfLerastir,ACrossbowmenOfSouth,AValeCavalry,ATerritoryGuardsmen,ALerastirPalaceCavalry,AShieldmaidensOfNorth,AMenoriadSpearmen,AAxemenOfWastes,AMenoriadArchers,ARangersOfForest,ACourierRiders,AMenoriadCavalry,ARoyalCavalry,AHuntersOfNorth,ARivermenMercenaries,ATotUnits,ATotReinforcements,AUpgrades,AUnitCas,ASoldierCas,AEndGenState,ATreasureReceived,AFaction,AShips,ARams,ASiegeTowers,ACatapults,MonType,MonCoinVal,MonARValue
Monster,59,64,12,Heroic Victory,1,None,3,1,0,0,0,1,0,0,53,16,21,16,4,48,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,None,1,8,Wounded,None,Menoriad,None,None,None,None,Troll,400,40
Monster,44,66,-13,Valiant Defeat,0,None,8,1,0,0,0,1,0,0,50,14,17,19,21,24,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,1,0,6,2,None,3,23,Unharmed,None,Menoriad,None,None,None,None,Giant,500,50
Monster,50,47,102,Decisive Victory,1,None,8,2,0,1,0,1,0,0,109,42,31,36,48,77,16,31,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,2,2,1,3,13,4,None,2,15,Unharmed,None,Menoriad,None,None,None,None,Minotaur,200,20
Monster,50,56,91,Decisive Victory,1,None,7,1,0,0,0,1,0,1,119,27,41,51,53,88,27,29,32,41,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,None,1,12,Unharmed,None,Beladimir,None,None,None,None,Hobgoblin,300,30
Monster,56,50,7,Close Victory,1,None,7,1,1,0,1,0,0,1,13,8,5,0,12,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,None,0,4,Unharmed,None,Menoriad,None,None,None,None,Minotaur,200,20
Monster,50,59,31,Decisive Victory,1,None,3,2,0,0,0,1,1,1,55,22,18,15,15,51,18,18,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,4,3,None,0,3,Unharmed,None,Menoriad,None,None,None,None,Minotaur,200,20
Monster,48,58,72,Decisive Victory,1,None,5,1,0,0,0,0,1,1,126,47,43,36,60,97,43,28,26,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,0,2,2,1,3,16,4,None,2,15,Wounded,None,Menoriad,None,None,None,None,Giant,500,50
Monster,60,74,71,Decisive Victory,1,None,3,1,0,0,0,1,0,0,121,53,37,31,71,104,43,33,28,63,0,0,0,0,0,0,0,0,0,2,3,3,2,1,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,None,1,8,Unharmed,None,Beladimir,None,None,None,None,Troll,400,40
Monster,52,54,66,Decisive Victory,1,None,1,0,0,0,0,0,0,0,97,28,30,39,70,70,8,26,36,56,1,3,3,1,2,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,None,2,14,Unharmed,None,Rebel,None,None,None,None,Hobgoblin,300,30
Monster,47,36,73,Decisive Victory,1,None,8,3,0,0,0,2,1,0,81,38,18,25,65,63,24,14,25,57,4,1,4,1,1,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,None,1,8,Unharmed,None,Rebel,None,None,None,None,Hobgoblin,300,30
Monster,50,57,-25,Crushing Defeat,0,None,5,3,0,1,0,1,1,0,14,5,4,5,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,None,1,8,Unharmed,None,Beladimir,None,None,None,None,Troll,400,40
Monster,28,49,-59,Crushing Defeat,0,None,3,3,0,0,0,2,1,1,16,8,4,4,4,12,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,None,1,8,Unharmed,None,Menoriad,None,None,None,None,Demon,700,60
Monster,51,60,52,Decisive Victory,1,None,5,2,0,1,1,1,0,0,84,26,41,17,43,62,26,24,12,33,0,0,0,0,0,0,0,0,0,2,0,1,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,None,1,10,Wounded,None,Beladimir,None,None,None,None,Hobgoblin,300,30
Monster,51,59,9,Close Victory,1,None,2,3,0,0,0,1,2,1,82,44,18,20,60,55,21,18,16,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,0,0,4,0,2,2,16,1,None,1,13,Unharmed,None,Menoriad,None,None,None,None,Dragon,1400,70
Monster,37,61,27,Decisive Victory,1,None,3,2,0,0,0,2,0,1,66,20,24,22,25,53,16,18,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,0,0,7,3,None,1,7,Unharmed,None,Menoriad,None,None,None,None,Minotaur,200,20
Monster,60,40,135,Decisive Victory,1,None,10,0,0,0,0,0,0,0,135,65,32,38,64,71,23,28,20,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,0,3,3,1,0,0,0,0,0,0,0,0,0,0,17,5,None,3,25,Unharmed,None,Lerastir,None,None,None,None,Hobgoblin,300,30
Monster,56,45,29,Decisive Victory,1,None,2,1,1,0,1,0,0,1,55,37,15,3,47,37,28,9,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,1,0,0,1,1,12,0,None,0,6,Unharmed,None,Menoriad,None,None,None,None,Troll,400,40
Monster,43,42,6,Close Victory,1,None,4,1,0,0,0,1,0,0,60,12,20,28,17,36,12,12,12,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,None,1,13,Slain,None,Beladimir,None,None,None,None,Demon,700,60
Monster,34,55,68,Decisive Victory,1,None,2,2,0,1,0,1,0,1,105,26,48,31,34,74,26,28,20,22,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,None,1,12,Unharmed,None,Beladimir,None,None,None,None,Minotaur,200,20
Monster,47,48,25,Decisive Victory,1,None,5,3,0,0,0,2,1,1,78,62,6,10,69,60,48,6,6,62,3,1,1,4,3,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,None,1,7,Unharmed,None,Rebel,None,None,None,None,Demon,700,60
Monster,74,66,1,Draw,0,None,3,0,0,0,0,0,0,1,10,0,4,6,10,0,0,0,0,5,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,None,0,5,Unharmed,None,Rebel,None,None,None,None,Minotaur,200,20
Monster,38,59,79,Decisive Victory,1,None,3,1,1,0,0,0,0,0,116,52,44,20,59,98,40,38,20,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,15,4,None,1,10,Wounded,None,Lerastir,None,None,None,None,Minotaur,200,20
Monster,56,52,46,Decisive Victory,1,None,10,1,0,0,0,1,0,0,91,51,28,12,40,62,34,16,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,None,1,11,Unharmed,None,Lerastir,None,None,None,None,Demon,700,60
Monster,52,52,-1,Draw,0,None,7,1,1,0,0,0,0,0,51,4,40,7,35,25,4,14,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,2,0,9,1,None,2,14,Unharmed,None,Menoriad,None,None,None,None,Demon,700,60
Monster,69,66,109,Decisive Victory,1,None,8,1,0,0,0,1,0,1,137,41,54,42,63,105,35,37,33,48,0,0,0,0,0,0,0,0,0,1,1,2,4,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,None,2,15,Unharmed,None,Beladimir,None,None,None,None,Troll,400,40
Monster,64,66,-27,Crushing Defeat,0,None,6,4,0,2,0,2,0,0,25,7,14,4,12,12,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,None,1,9,Unharmed,None,Lerastir,None,None,None,None,Demon,700,60
Monster,63,46,51,Decisive Victory,1,None,1,2,0,0,0,2,0,1,71,36,22,13,46,54,30,17,7,41,0,0,0,0,0,0,0,0,0,1,2,3,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,None,0,5,Unharmed,None,Beladimir,None,None,None,None,Troll,400,40
Monster,61,61,15,Heroic Victory,1,None,9,2,0,0,0,2,0,0,64,22,32,10,50,40,16,14,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,4,1,2,1,0,0,0,0,0,0,0,0,0,0,13,0,None,1,9,Unharmed,None,Lerastir,None,None,None,None,Demon,700,60
Monster,54,43,36,Decisive Victory,1,None,10,1,0,1,0,0,0,0,74,32,24,18,31,68,26,24,18,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,3,None,0,3,Unharmed,None,Lerastir,None,None,None,None,Demon,700,60
Monster,48,45,55,Decisive Victory,1,None,9,1,0,0,0,1,0,0,62,13,20,29,34,55,13,16,26,29,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,None,0,5,Unharmed,None,Beladimir,None,None,None,None,Minotaur,200,20
Monster,49,55,53,Decisive Victory,1,None,3,2,0,1,0,1,0,1,74,26,28,20,30,46,12,22,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,3,None,1,11,Unharmed,None,Lerastir,None,None,None,None,Minotaur,200,20
Monster,54,51,21,Decisive Victory,1,None,7,0,0,0,0,0,0,0,41,12,18,11,29,20,0,12,8,23,0,3,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,None,0,6,Unharmed,None,Rebel,None,None,None,None,Hobgoblin,300,30
Monster,65,39,114,Decisive Victory,1,None,10,1,0,0,0,1,0,1,107,40,29,38,61,91,40,23,28,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,2,3,2,3,1,17,2,None,0,4,Unharmed,None,Menoriad,None,None,None,None,Hobgoblin,300,30
Monster,48,67,52,Decisive Victory,1,None,10,2,0,1,0,1,0,0,79,19,14,46,47,47,10,14,23,36,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,None,1,11,Unharmed,None,Beladimir,None,None,None,None,Minotaur,200,20
Monster,42,56,-27,Crushing Defeat,0,None,9,4,1,0,0,2,1,0,34,8,8,18,9,24,8,8,8,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,None,2,17,Unharmed,None,Rebel,None,None,None,None,Demon,700,60
Monster,56,58,43,Decisive Victory,1,None,7,1,0,0,0,1,0,0,97,43,34,20,61,65,29,20,16,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,16,2,None,1,11,Unharmed,None,Lerastir,None,None,None,None,Demon,700,60
Monster,59,52,47,Decisive Victory,1,None,5,3,0,2,0,0,1,0,92,54,16,22,31,53,21,16,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,4,None,2,14,Unharmed,None,Lerastir,None,None,None,None,Demon,700,60
Monster,63,57,20,Decisive Victory,1,None,10,0,0,0,0,0,0,0,34,0,14,20,24,23,0,14,9,21,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,None,0,3,Unharmed,None,Beladimir,None,None,None,None,Hobgoblin,300,30
Monster,52,42,37,Decisive Victory,1,None,2,0,0,0,0,0,0,0,85,35,30,20,20,66,26,20,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,None,1,9,Unharmed,None,Lerastir,None,None,None,None,Demon,700,60
Monster,52,56,68,Decisive Victory,1,None,6,1,0,0,0,1,0,0,95,40,37,18,72,74,30,26,18,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,3,0,3,1,3,2,19,0,None,1,8,Unharmed,None,Menoriad,None,None,None,None,Hobgoblin,300,30
Monster,50,73,-24,Crushing Defeat,0,None,9,1,0,0,0,1,0,0,59,31,18,10,35,12,4,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,9,1,None,3,24,Unharmed,None,Lerastir,None,None,None,None,Dragon,1400,70
Monster,64,73,126,Decisive Victory,1,None,9,2,0,0,0,2,0,1,144,58,46,40,68,102,44,33,25,46,0,0,0,0,0,0,0,0,0,3,4,1,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,None,3,22,Unharmed,None,Beladimir,None,None,None,None,Minotaur,200,20
Monster,44,65,98,Decisive Victory,1,None,7,0,0,0,0,0,0,1,152,72,36,44,71,126,58,32,36,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,1,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,19,5,None,1,12,Unharmed,None,Lerastir,None,None,None,None,Troll,400,40
Monster,58,50,-4,Close Defeat,0,None,1,0,0,0,0,0,0,0,27,19,4,4,12,12,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,None,1,10,Unharmed,None,Lerastir,None,None,None,None,Troll,400,40
Monster,53,42,73,Decisive Victory,1,None,1,0,0,0,0,0,0,1,81,49,22,10,51,50,30,10,10,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,13,1,None,1,13,Unharmed,None,Lerastir,None,None,None,None,Minotaur,200,20
Monster,67,55,46,Decisive Victory,1,None,4,1,0,0,0,1,0,1,79,18,32,29,47,54,18,20,16,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,1,1,3,0,1,13,1,None,1,10,Unharmed,None,Menoriad,None,None,None,None,Giant,500,50
Monster,62,64,69,Decisive Victory,1,None,8,1,0,0,0,1,0,0,82,25,32,25,49,63,21,28,14,42,0,0,0,0,0,0,0,0,0,3,1,0,3,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,None,1,7,Unharmed,None,Beladimir,None,None,None,None,Minotaur,200,20
Monster,65,49,122,Decisive Victory,1,None,4,1,0,0,0,1,0,1,121,52,30,39,69,92,40,26,26,56,5,1,2,2,0,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,None,1,13,Unharmed,None,Rebel,None,None,None,None,Minotaur,200,20
Monster,62,65,85,Decisive Victory,1,None,10,2,0,0,0,2,0,0,136,60,36,40,56,107,43,30,34,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,15,5,None,1,12,Unharmed,None,Lerastir,None,None,None,None,Demon,700,60
Monster,59,84,-40,Crushing Defeat,0,None,1,0,0,0,0,0,0,0,34,8,8,18,6,24,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,None,2,17,Unharmed,None,Beladimir,None,None,None,None,Giant,500,50
Monster,40,58,32,Decisive Victory,1,None,6,2,0,1,0,1,0,1,92,24,23,45,56,71,13,18,40,48,0,0,0,0,0,0,0,0,0,1,2,1,1,3,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,None,1,8,Unharmed,None,Beladimir,None,None,None,None,Giant,500,50
Monster,69,52,34,Decisive Victory,1,None,6,2,0,0,0,2,0,1,39,23,8,8,12,36,20,8,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,None,0,3,Unharmed,None,Lerastir,None,None,None,None,Hobgoblin,300,30
Monster,62,69,29,Decisive Victory,1,None,8,2,1,0,1,1,0,1,56,10,9,37,40,35,10,4,21,36,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,None,0,4,Unharmed,None,Beladimir,None,None,None,None,Hobgoblin,300,30
Monster,59,69,31,Decisive Victory,1,None,8,1,0,0,0,1,0,0,72,46,18,8,40,42,26,8,8,29,2,1,0,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,None,1,11,Unharmed,None,Rebel,None,None,None,None,Troll,400,40
Monster,43,53,-7,Close Defeat,0,None,7,3,1,0,0,2,0,1,53,28,14,11,45,12,8,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,1,2,0,0,2,12,0,None,3,23,Unharmed,None,Menoriad,None,None,None,None,Demon,700,60
Monster,54,45,32,Decisive Victory,1,None,6,1,0,0,0,1,0,1,56,24,16,16,8,48,16,16,16,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,None,0,6,Unharmed,None,Rebel,None,None,None,None,Troll,400,40
Monster,57,54,-1,Draw,0,None,5,1,0,0,0,1,0,0,50,34,8,8,35,26,18,4,4,22,4,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,None,1,13,Unharmed,None,Rebel,None,None,None,None,Demon,700,60
Monster,63,50,11,Heroic Victory,1,None,5,1,0,0,0,1,0,0,62,26,20,16,12,48,16,16,16,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,None,2,14,Unharmed,None,Beladimir,None,None,None,None,Dragon,1400,70
Monster,66,59,23,Decisive Victory,1,None,6,0,0,0,0,0,0,1,30,8,14,8,4,24,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,None,0,4,Unharmed,None,Lerastir,None,None,None,None,Minotaur,200,20
Monster,73,66,-9,Close Defeat,0,None,5,2,0,1,1,1,0,1,17,0,4,13,13,3,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,0,None,0,6,Unharmed,None,Menoriad,None,None,None,None,Troll,400,40
Monster,45,62,14,Heroic Victory,1,None,3,2,1,0,0,1,0,0,56,25,0,31,38,22,5,0,17,25,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,None,1,13,Unharmed,None,Beladimir,None,None,None,None,Hobgoblin,300,30
Monster,50,55,7,Close Victory,1,None,8,0,0,0,0,0,0,0,44,18,14,12,15,30,8,14,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,4,2,None,1,8,Unharmed,None,Menoriad,None,None,None,None,Troll,400,40
Monster,60,43,79,Decisive Victory,1,None,4,5,0,2,1,1,2,1,93,31,42,20,71,58,14,33,11,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,4,2,2,1,2,1,19,0,None,1,12,Unharmed,None,Menoriad,None,None,None,None,Troll,400,40
Monster,60,49,71,Decisive Victory,1,None,6,2,1,0,0,1,0,1,92,76,10,6,67,53,49,4,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,17,0,None,1,8,Unharmed,None,Lerastir,None,None,None,None,Troll,400,40
Monster,52,61,25,Decisive Victory,1,None,8,3,0,1,0,2,0,0,93,57,22,14,62,62,46,8,8,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,16,1,None,1,11,Unharmed,None,Lerastir,None,None,None,None,Dragon,1400,70
Monster,66,53,37,Decisive Victory,1,None,4,2,0,0,0,1,1,0,48,30,8,10,34,44,30,4,10,31,2,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,None,0,3,Unharmed,None,Rebel,None,None,None,None,Hobgoblin,300,30
Monster,52,50,-13,Valiant Defeat,0,None,5,2,1,0,0,1,0,0,28,8,12,8,4,24,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,None,1,10,Unharmed,None,Beladimir,None,None,None,None,Giant,500,50
Monster,60,82,1,Draw,0,None,1,2,0,0,0,2,0,1,70,28,18,24,44,12,0,0,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,12,0,None,3,26,Unharmed,None,Lerastir,None,None,None,None,Giant,500,50
Monster,42,76,-52,Crushing Defeat,0,None,2,0,0,0,0,0,0,0,30,14,8,8,4,24,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,None,2,20,Unharmed,None,Rebel,None,None,None,None,Giant,500,50
Monster,65,36,73,Decisive Victory,1,None,5,3,0,0,0,1,2,1,76,36,20,20,23,63,27,16,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,None,0,5,Unharmed,None,Lerastir,None,None,None,None,Troll,400,40
Monster,57,40,44,Decisive Victory,1,None,6,0,0,0,0,0,0,0,91,49,20,22,57,76,34,20,22,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,2,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,15,1,None,1,10,Unharmed,None,Lerastir,None,None,None,None,Dragon,1400,70
Monster,58,52,86,Decisive Victory,1,None,5,5,2,1,0,1,1,1,130,45,42,43,62,99,32,33,34,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,1,3,2,2,1,17,4,None,1,13,Unharmed,None,Menoriad,None,None,None,None,Demon,700,60
Monster,55,47,75,Decisive Victory,1,None,5,1,1,0,0,0,0,0,111,43,44,24,65,94,35,35,24,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,1,2,0,1,2,2,17,3,None,1,8,Unharmed,None,Menoriad,None,None,None,None,Giant,500,50
Monster,55,52,61,Decisive Victory,1,None,8,2,2,0,0,0,0,1,88,38,18,32,65,61,27,10,24,51,0,0,0,0,0,0,0,0,0,1,2,4,0,2,2,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,None,2,14,Unharmed,None,Beladimir,None,None,None,None,Troll,400,40
Monster,52,57,65,Decisive Victory,1,None,8,1,0,1,0,0,0,1,81,42,16,23,51,66,38,8,20,42,1,0,1,3,3,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,None,1,9,Slain,None,Rebel,None,None,None,None,Minotaur,200,20
